0,0.028246,0.054999,0.064764,0.068285,0.06915,0.06891,0.068275,0.067561,0.066897,0.066326,0.06585,0.065459,0.06514,0.064879,0.064665,0.064486,0.064337,0.06421,0.064101,0.064007,0.063924,0.063851,0.063785,0.063726,0.063671,0.063621,0.063574,0.06353,0.063489,0.06345,0.063413,0.063377,0.063342,0.063309,0.063276,0.063244,0.063214,0.063183,0.063154,0.063125,0.063096,0.063068,0.06304,0.063013,0.062985,0.062959,0.062932,0.062906,0.06288,0.062854
0,0.10006,0.09105,0.082476,0.075409,0.069612,0.064865,0.060959,0.057721,0.055017,0.052742,0.050817,0.049178,0.047776,0.046571,0.04553,0.044628,0.043843,0.043157,0.042557,0.042031,0.041567,0.041159,0.040798,0.040479,0.040197,0.039946,0.039723,0.039525,0.039349,0.039191,0.039051,0.038925,0.038812,0.038711,0.038621,0.038539,0.038465,0.038398,0.038338,0.038283,0.038233,0.038188,0.038146,0.038108,0.038073,0.03804,0.03801,0.037982,0.037956,0.037932
0,0.095985,0.081417,0.071753,0.064394,0.058445,0.053549,0.049484,0.046081,0.043209,0.04077,0.038684,0.036892,0.035344,0.034003,0.032836,0.031817,0.030926,0.030145,0.029459,0.028855,0.028323,0.027853,0.027439,0.027072,0.026748,0.026461,0.026206,0.025981,0.025781,0.025603,0.025445,0.025305,0.02518,0.025069,0.02497,0.024882,0.024804,0.024734,0.024671,0.024615,0.024565,0.024519,0.024479,0.024442,0.02441,0.02438,0.024353,0.024329,0.024306,0.024286
0,0.11796,0.084633,0.070941,0.062589,0.056414,0.051461,0.04735,0.043881,0.040924,0.038385,0.036192,0.034289,0.032633,0.031186,0.02992,0.028808,0.027831,0.026972,0.026214,0.025545,0.024955,0.024434,0.023973,0.023565,0.023204,0.022885,0.022602,0.022351,0.022129,0.021933,0.021758,0.021604,0.021466,0.021345,0.021237,0.021141,0.021056,0.02098,0.020913,0.020853,0.0208,0.020752,0.02071,0.020673,0.020639,0.020609,0.020582,0.020558,0.020537,0.020517
1,0.12794,0.084389,0.068797,0.06036,0.054507,0.049892,0.04604,0.042742,0.039886,0.037398,0.03522,0.033308,0.031628,0.030147,0.028841,0.027689,0.02667,0.02577,0.024974,0.02427,0.023647,0.023095,0.022607,0.022175,0.021793,0.021454,0.021154,0.020889,0.020654,0.020445,0.020261,0.020098,0.019953,0.019825,0.019712,0.019612,0.019523,0.019445,0.019375,0.019313,0.019259,0.01921,0.019168,0.01913,0.019096,0.019067,0.01904,0.019017,0.018996,0.018978
0,0.071319,0.057455,0.050684,0.046236,0.042729,0.039713,0.03704,0.034653,0.03252,0.030615,0.028916,0.027403,0.026055,0.024856,0.02379,0.022843,0.022002,0.021256,0.020593,0.020006,0.019485,0.019023,0.018614,0.018252,0.017931,0.017647,0.017395,0.017173,0.016976,0.016801,0.016647,0.016511,0.016391,0.016285,0.016191,0.016108,0.016035,0.01597,0.015913,0.015863,0.015818,0.01578,0.015745,0.015715,0.015689,0.015665,0.015645,0.015627,0.015611,0.015598
0,0.07553,0.056549,0.048974,0.044857,0.041926,0.039459,0.037234,0.035188,0.033305,0.031579,0.030007,0.028581,0.027293,0.026134,0.025094,0.024163,0.023332,0.02259,0.021929,0.021342,0.02082,0.020356,0.019945,0.019581,0.019258,0.018972,0.018719,0.018496,0.018298,0.018123,0.017969,0.017833,0.017713,0.017607,0.017514,0.017432,0.01736,0.017296,0.01724,0.017192,0.017149,0.017111,0.017079,0.01705,0.017025,0.017004,0.016985,0.016969,0.016955,0.016944
0,0.072708,0.053606,0.046439,0.04315,0.041124,0.039478,0.037935,0.036432,0.034971,0.03357,0.032248,0.031014,0.029876,0.028835,0.027888,0.027033,0.026262,0.025571,0.024953,0.024402,0.023911,0.023474,0.023087,0.022743,0.022439,0.022169,0.021932,0.021721,0.021536,0.021373,0.021229,0.021103,0.020992,0.020895,0.020809,0.020735,0.02067,0.020613,0.020563,0.020521,0.020483,0.020452,0.020424,0.020401,0.020381,0.020364,0.02035,0.020338,0.020329,0.020321
0,0.042622,0.040526,0.03845,0.037827,0.03768,0.037522,0.037196,0.036695,0.036062,0.035349,0.034603,0.033858,0.033136,0.032452,0.031816,0.03123,0.030697,0.030214,0.029779,0.02939,0.029043,0.028735,0.028461,0.028219,0.028006,0.027818,0.027653,0.027508,0.027382,0.027272,0.027176,0.027092,0.02702,0.026959,0.026905,0.02686,0.026822,0.026789,0.026762,0.02674,0.026722,0.026708,0.026697,0.026688,0.026683,0.026679,0.026677,0.026677,0.026679,0.026682
0,0.1125,0.15593,0.17414,0.18678,0.19795,0.20847,0.21841,0.22772,0.23636,0.2443,0.25156,0.25815,0.26413,0.26953,0.2744,0.2788,0.28275,0.28631,0.28952,0.29241,0.29501,0.29736,0.29948,0.30139,0.30313,0.3047,0.30612,0.30742,0.3086,0.30968,0.31066,0.31157,0.3124,0.31316,0.31387,0.31453,0.31514,0.3157,0.31624,0.31673,0.3172,0.31764,0.31806,0.31845,0.31883,0.31919,0.31953,0.31986,0.32017,0.32047
